order	family	subfamily	genus	clade	species	common_name	gaa_name	synonymies	itis_names	aweb_uid	uri/guid	taxon_notes_public
Anura	Bombinatoridae		Bombina		fortinuptialis	Large-spined Bell Toad			Bombinator maximus	2042	http://amphibiaweb.org/species/2042	
Anura	Bombinatoridae		Bombina		lichuanensis	Lichuan Bell Toad	Bombina lichuanensis			5296	http://amphibiaweb.org/species/5296	
Anura	Bombinatoridae		Bombina		maxima	Large-webbed Bell Toad			Bombinator maximus	2043	http://amphibiaweb.org/species/2043	
Anura	Bombinatoridae		Bombina		microdeladigitora	Small-webbed Bell Toad, Hubei Fire Bellied Toad or Yunnan Fire Bellied Toad			Bombinator maximus	2044	http://amphibiaweb.org/species/2044	
Anura	Bombinatoridae		Bombina		orientalis	Oriental Fire-Bellied Toad	Bombina orientalis			2045	http://amphibiaweb.org/species/2045	
Anura	Bombinatoridae		Bombina		pachypus	Apennine Yellow-bellied Toad	Bombina pachypus			5994	http://amphibiaweb.org/species/5994	
Anura	Bombinatoridae		Bombina		variegata	Yellow-Bellied Toad	Bombina variegata			2046	http://amphibiaweb.org/species/2046	
Anura	Brachycephalidae		Brachycephalus		alipioi		Brachycephalus alipioi			6807	http://amphibiaweb.org/species/6807	
Anura	Brachycephalidae		Brachycephalus		atelopoide					7848	http://amphibiaweb.org/species/7848	
Anura	Brachycephalidae		Brachycephalus		brunneus		Brachycephalus brunneus			6541	http://amphibiaweb.org/species/6541	
Anura	Brachycephalidae		Brachycephalus		bufonoides					7850	http://amphibiaweb.org/species/7850	
Anura	Brachycephalidae		Brachycephalus		didactylus		Brachycephalus didactylus			5536	http://amphibiaweb.org/species/5536	
Anura	Brachycephalidae		Brachycephalus		ephippium	Pumpkin Toadlet, Spix's Saddleback Toad, Botao de Ouro, Sapinho Dourado	Brachycephalus ephippium			2033	http://amphibiaweb.org/species/2033	
Anura	Brachycephalidae		Brachycephalus		ferruginus		Brachycephalus ferruginus			6742	http://amphibiaweb.org/species/6742	
Anura	Brachycephalidae		Brachycephalus		garbeana					7849	http://amphibiaweb.org/species/7849	
Anura	Brachycephalidae		Brachycephalus		guarani					7906	http://amphibiaweb.org/species/7906	
Anura	Brachycephalidae		Brachycephalus		hermogenesi		Brachycephalus hermogenesi			5514	http://amphibiaweb.org/species/5514	
Anura	Brachycephalidae		Brachycephalus		izecksohni		Brachycephalus izecksohni			6542	http://amphibiaweb.org/species/6542	
Anura	Brachycephalidae		Brachycephalus		margaritatus					7961	http://amphibiaweb.org/species/7961	
Anura	Brachycephalidae		Brachycephalus		nodoterga		Brachycephalus nodoterga			2034	http://amphibiaweb.org/species/2034	
Anura	Brachycephalidae		Brachycephalus		pernix		Brachycephalus pernix			5421	http://amphibiaweb.org/species/5421	
Anura	Brachycephalidae		Brachycephalus		pitanga					7334	http://amphibiaweb.org/species/7334	
Anura	Brachycephalidae		Brachycephalus		pombali		Brachycephalus pombali			6743	http://amphibiaweb.org/species/6743	
Anura	Brachycephalidae		Brachycephalus		pulex					7691	http://amphibiaweb.org/species/7691	
Anura	Brachycephalidae		Brachycephalus		toby					7590	http://amphibiaweb.org/species/7590	
Anura	Brachycephalidae		Brachycephalus		tridactylus					7839	http://amphibiaweb.org/species/7839	
Anura	Brachycephalidae		Brachycephalus		vertebralis		Brachycephalus vertebralis			5835	http://amphibiaweb.org/species/5835	
Anura	Brachycephalidae		Ischnocnema		abdita					7639	http://amphibiaweb.org/species/7639	
Anura	Brachycephalidae		Ischnocnema		bolbodactyla		Ischnocnema bolbodactyla		Basanitia bolbodactyla, Eupemphix bolbodactyla, Eleutherodactylus bolbodactylus	2810	http://amphibiaweb.org/species/2810	
Anura	Brachycephalidae		Ischnocnema		concolor					7401	http://amphibiaweb.org/species/7401	
Anura	Brachycephalidae		Ischnocnema		epipeda		Ischnocnema epipeda		Eleutherodactylus epipedus	2907	http://amphibiaweb.org/species/2907	
Anura	Brachycephalidae		Ischnocnema		erythromera		Ischnocnema erythromera		Eleutherodactylus erythromerus	2911	http://amphibiaweb.org/species/2911	
Anura	Brachycephalidae		Ischnocnema		gehrti		Ischnocnema gehrti		Eleutherodactylus gehrti	6148	http://amphibiaweb.org/species/6148	
Anura	Brachycephalidae		Ischnocnema		gualteri		Ischnocnema gualteri		Eleutherodactylus gualteri	2949	http://amphibiaweb.org/species/2949	
Anura	Brachycephalidae		Ischnocnema		guentheri	Steindachner's Robber Frog; ra-da-mata, razinha, ra-do-folhiço.	Ischnocnema guentheri		Eleutherodactylus guentheri	2952	http://amphibiaweb.org/species/2952	
Anura	Brachycephalidae		Ischnocnema		henselii		Ischnocnema henselii			6697	http://amphibiaweb.org/species/6697	
Anura	Brachycephalidae		Ischnocnema		hoehnei		Ischnocnema hoehnei		Eleutherodactylus hoehnei	2967	http://amphibiaweb.org/species/2967	
Anura	Brachycephalidae		Ischnocnema		holti		Ischnocnema holti		Eleutherodactylus holti, Eleutherodactylus unistrigatus holti	2968	http://amphibiaweb.org/species/2968	
Anura	Brachycephalidae		Ischnocnema		izecksohni		Ischnocnema izecksohni		Eleutherodactylus izecksohni	2985	http://amphibiaweb.org/species/2985	
Anura	Brachycephalidae		Ischnocnema		juipoca		Ischnocnema juipoca		Eleutherodactylus juipoca	2994	http://amphibiaweb.org/species/2994	
Anura	Brachycephalidae		Ischnocnema		karst					7908	http://amphibiaweb.org/species/7908	
Anura	Brachycephalidae		Ischnocnema		lactea		Ischnocnema lactea		Basanitia lactea, Eleutherodactylus lacteus	3002	http://amphibiaweb.org/species/3002	
Anura	Brachycephalidae		Ischnocnema		manezinho		Ischnocnema manezinho		Eleutherodactylus manezinho	5756	http://amphibiaweb.org/species/5756	
Anura	Brachycephalidae		Ischnocnema		melanopygia					7400	http://amphibiaweb.org/species/7400	
Anura	Brachycephalidae		Ischnocnema		nasuta		Ischnocnema nasuta		Eleutherodactylus nasutus	3075	http://amphibiaweb.org/species/3075	
Anura	Brachycephalidae		Ischnocnema		nigriventris		Ischnocnema nigriventris		Eleutherodactylus nigriventris	3080	http://amphibiaweb.org/species/3080	
Anura	Brachycephalidae		Ischnocnema		octavioi		Ischnocnema octavioi		Eleutherodactylus octavioi	3094	http://amphibiaweb.org/species/3094	
Anura	Brachycephalidae		Ischnocnema		oea		Ischnocnema oea		Eleutherodactylus oeus	3095	http://amphibiaweb.org/species/3095	
Anura	Brachycephalidae		Ischnocnema		paranaensis		Ischnocnema paranaensis		Eleutherodactylus paranaensis	5761	http://amphibiaweb.org/species/5761	
Anura	Brachycephalidae		Ischnocnema		parva		Ischnocnema parva		Eleutherodactylus parvus, Leptodactylus pumilio, Phrynanodus nanus	3113	http://amphibiaweb.org/species/3113	
Anura	Brachycephalidae		Ischnocnema		penaxavantinho		Ischnocnema penaxavantinho			7017	http://amphibiaweb.org/species/7017	
Anura	Brachycephalidae		Ischnocnema		pusilla		Ischnocnema pusilla		Eleutherodactylus pusillus	3157	http://amphibiaweb.org/species/3157	
Anura	Brachycephalidae		Ischnocnema		randorum		Ischnocnema randorum		Eleutherodactylus randorum	3165	http://amphibiaweb.org/species/3165	
Anura	Brachycephalidae		Ischnocnema		sambaqui		Ischnocnema sambaqui		Eleutherodactylus sambaqui	6157	http://amphibiaweb.org/species/6157	
Anura	Brachycephalidae		Ischnocnema		spanios		Ischnocnema spanios		Eleutherodactylus spanios	3218	http://amphibiaweb.org/species/3218	
Anura	Brachycephalidae		Ischnocnema		surda					7599	http://amphibiaweb.org/species/7599	
Anura	Brachycephalidae		Ischnocnema		venancioi		Ischnocnema venancioi		Eleutherodactylus venancioi	3266	http://amphibiaweb.org/species/3266	
Anura	Brachycephalidae		Ischnocnema		verrucosa		Ischnocnema verrucosa		Eupsophus versus, Pleurodema verrucosa	2647	http://amphibiaweb.org/species/2647	
Anura	Brachycephalidae		Ischnocnema		vizottoi					7552	http://amphibiaweb.org/species/7552	
Anura	Brevicipitidae		Balebreviceps		hillmani		Balebreviceps hillmani			2369	http://amphibiaweb.org/species/2369	
Anura	Brevicipitidae		Breviceps		acutirostris	Strawberry rain frog	Breviceps acutirostris			2371	http://amphibiaweb.org/species/2371	
Anura	Brevicipitidae		Breviceps		adspersus	Common rain frog	Breviceps adspersus			2372	http://amphibiaweb.org/species/2372	
Anura	Brevicipitidae		Breviceps		bagginsi		Breviceps bagginsi			6246	http://amphibiaweb.org/species/6246	
Anura	Brevicipitidae		Breviceps		branchi	Branch's rain frog				7843	http://amphibiaweb.org/species/7843	
Anura	Brevicipitidae		Breviceps		fichus		Breviceps fichus			6569	http://amphibiaweb.org/species/6569	
Anura	Brevicipitidae		Breviceps		fuscus	Black rain frog	Breviceps fuscus			2373	http://amphibiaweb.org/species/2373	
Anura	Brevicipitidae		Breviceps		gibbosus	Giant rain frog	Breviceps gibbosus			2374	http://amphibiaweb.org/species/2374	
Anura	Brevicipitidae		Breviceps		macrops	Desert rain frog, Boulenger's short-headed frog, Melkpadda (Afrikaans), Woestynreenpadda	Breviceps macrops			2375	http://amphibiaweb.org/species/2375	
Anura	Brevicipitidae		Breviceps		maculatus					2376	http://amphibiaweb.org/species/2376	
Anura	Brevicipitidae		Breviceps		montanus	Mountain rain frog	Breviceps montanus			2377	http://amphibiaweb.org/species/2377	
Anura	Brevicipitidae		Breviceps		mossambicus	Mozambique rain frog	Breviceps mossambicus			2378	http://amphibiaweb.org/species/2378	
Anura	Brevicipitidae		Breviceps		namaquensis	Namaqua rain frog	Breviceps namaquensis			2379	http://amphibiaweb.org/species/2379	
Anura	Brevicipitidae		Breviceps		poweri	Power's rain frog	Breviceps poweri			2380	http://amphibiaweb.org/species/2380	
Anura	Brevicipitidae		Breviceps		rosei	Rose's rain frog	Breviceps rosei			2381	http://amphibiaweb.org/species/2381	
Anura	Brevicipitidae		Breviceps		sopranus		Breviceps sopranus			6245	http://amphibiaweb.org/species/6245	
Anura	Brevicipitidae		Breviceps		sylvestris	Forest rain frog	Breviceps sylvestris			2382	http://amphibiaweb.org/species/2382	
Anura	Brevicipitidae		Breviceps		verrucosus	Plaintive Rain Frog	Breviceps verrucosus			2383	http://amphibiaweb.org/species/2383	
Anura	Brevicipitidae		Callulina		dawida	Taita Warty Frog				7314	http://amphibiaweb.org/species/7314	
Anura	Brevicipitidae		Callulina		hanseni					7593	http://amphibiaweb.org/species/7593	
Anura	Brevicipitidae		Callulina		kanga					7594	http://amphibiaweb.org/species/7594	
Anura	Brevicipitidae		Callulina		kisiwamsitu		Callulina kisiwamsitu			6285	http://amphibiaweb.org/species/6285	
Anura	Brevicipitidae		Callulina		kreffti		Callulina kreffti			2385	http://amphibiaweb.org/species/2385	
Anura	Brevicipitidae		Callulina		laphami					7581	http://amphibiaweb.org/species/7581	
Anura	Brevicipitidae		Callulina		meteora					7741	http://amphibiaweb.org/species/7741	
Anura	Brevicipitidae		Callulina		shengena					7582	http://amphibiaweb.org/species/7582	
Anura	Brevicipitidae		Callulina		stanleyi					7583	http://amphibiaweb.org/species/7583	
Anura	Brevicipitidae		Probreviceps		durirostris		Probreviceps durirostris			6776	http://amphibiaweb.org/species/6776	
Anura	Brevicipitidae		Probreviceps		loveridgei		Probreviceps loveridgei			6829	http://amphibiaweb.org/species/6829	
Anura	Brevicipitidae		Probreviceps		macrodactylus		Probreviceps macrodactylus			2387	http://amphibiaweb.org/species/2387	
Anura	Brevicipitidae		Probreviceps		rhodesianus		Probreviceps rhodesianus			2388	http://amphibiaweb.org/species/2388	
Anura	Brevicipitidae		Probreviceps		rungwensis		Probreviceps rungwensis			7296	http://amphibiaweb.org/species/7296	
Anura	Brevicipitidae		Probreviceps		uluguruensis		Probreviceps uluguruensis			2389	http://amphibiaweb.org/species/2389	
Anura	Brevicipitidae		Spelaeophryne		methneri		Spelaeophryne methneri			2391	http://amphibiaweb.org/species/2391	
Anura	Bufonidae		Adenomus		dasi		Adenomus dasi			5512	http://amphibiaweb.org/species/5512	
Anura	Bufonidae		Adenomus		kandianus		Adenomus kandianus			5995	http://amphibiaweb.org/species/5995	
Anura	Bufonidae		Adenomus		kelaartii	Kelaart`s Dwarf Toad	Adenomus kelaartii			211	http://amphibiaweb.org/species/211	
Anura	Bufonidae		Altiphrynoides		malcolmi	Malcolm’s Ethiopian toad	Altiphrynoides malcolmi			3	http://amphibiaweb.org/species/3	
Anura	Bufonidae		Altiphrynoides		osgoodi		Altiphrynoides osgoodi		Spinophrynoides osgoodi	423	http://amphibiaweb.org/species/423	
Anura	Bufonidae		Amazophrynella		bokermanni		Dendrophryniscus bokermanni			325	http://amphibiaweb.org/species/325	
Anura	Bufonidae		Amazophrynella		minuta		Dendrophryniscus minutus		Atelopus minutus	329	http://amphibiaweb.org/species/329	
Anura	Bufonidae		Amazophrynella		vote					7903	http://amphibiaweb.org/species/7903	
Anura	Bufonidae		Amietophrynus	Amietophrynus	asmarae		Amietophrynus asmarae		Bufo asmarae	109	http://amphibiaweb.org/species/109	
Anura	Bufonidae		Amietophrynus	Amietophrynus	blanfordii		Amietophrynus blanfordii		Bufo blanfordii	119	http://amphibiaweb.org/species/119	
Anura	Bufonidae		Amietophrynus	Amietophrynus	brauni		Amietophrynus brauni		Bufo brauni	123	http://amphibiaweb.org/species/123	
Anura	Bufonidae		Amietophrynus	Amietophrynus	buchneri		Amietophrynus buchneri		Bufo buchneri	126	http://amphibiaweb.org/species/126	
Anura	Bufonidae		Amietophrynus	Amietophrynus	camerunensis		Amietophrynus camerunensis		Bufo camerunensis	133	http://amphibiaweb.org/species/133	
Anura	Bufonidae		Amietophrynus	Amietophrynus	channingi					7630	http://amphibiaweb.org/species/7630	
Anura	Bufonidae		Amietophrynus	Amietophrynus	chudeaui		Amietophrynus chudeaui		Bufo chudeaui	142	http://amphibiaweb.org/species/142	
Anura	Bufonidae		Amietophrynus	Amietophrynus	cristiglans		Amietophrynus cristiglans		Bufo cristiglans	151	http://amphibiaweb.org/species/151	
Anura	Bufonidae		Amietophrynus	Amietophrynus	danielae		Amietophrynus danielae		Bufo danielae	157	http://amphibiaweb.org/species/157	
Anura	Bufonidae		Amietophrynus	Amietophrynus	djohongensis		Amietophrynus djohongensis		Bufo djohongensis, Bufo funereus djohongensis	161	http://amphibiaweb.org/species/161	
Anura	Bufonidae		Amietophrynus	Amietophrynus	fuliginatus		Amietophrynus fuliginatus		Bufo fuliginatus	174	http://amphibiaweb.org/species/174	
Anura	Bufonidae		Amietophrynus	Amietophrynus	funereus		Amietophrynus funereus		Bufo funereus	175	http://amphibiaweb.org/species/175	
Anura	Bufonidae		Amietophrynus	Amietophrynus	garmani	Garman's Toad	Amietophrynus garmani		Bufo garmani	181	http://amphibiaweb.org/species/181	
Anura	Bufonidae		Amietophrynus	Amietophrynus	gracilipes		Amietophrynus gracilipes		Bufo gracilipes	185	http://amphibiaweb.org/species/185	
Anura	Bufonidae		Amietophrynus	Amietophrynus	gutturalis	Guttural Toad	Amietophrynus gutturalis		Bufo gutturalis	189	http://amphibiaweb.org/species/189	
Anura	Bufonidae		Amietophrynus	Amietophrynus	kassasii	Nile Valley Toad, dufdu'at al-qasas	Amietophrynus kassasii		Bufo kassasii	208	http://amphibiaweb.org/species/208	
Anura	Bufonidae		Amietophrynus	Amietophrynus	kerinyagae		Amietophrynus kerinyagae		Bufo kerinyagae	213	http://amphibiaweb.org/species/213	
Anura	Bufonidae		Amietophrynus	Amietophrynus	kisoloensis	Kisolo Toad	Amietophrynus kisoloensis		Bufo kisoloensis, Bufo regularis kisoloensis, Bufo regularis marakwetensis	214	http://amphibiaweb.org/species/214	
Anura	Bufonidae		Amietophrynus	Amietophrynus	langanoensis		Amietophrynus langanoensis		Bufo langanoensis	217	http://amphibiaweb.org/species/217	
Anura	Bufonidae		Amietophrynus	Amietophrynus	latifrons		Amietophrynus latifrons		Bufo latifrons	219	http://amphibiaweb.org/species/219	
Anura	Bufonidae		Amietophrynus	Amietophrynus	lemairii	Lemaire's Toad	Amietophrynus lemairii		Bufo lemairii	220	http://amphibiaweb.org/species/220	
Anura	Bufonidae		Amietophrynus	Amietophrynus	maculatus	Flat-backed Toad	Amietophrynus maculatus		Bufo maculatus	227	http://amphibiaweb.org/species/227	
Anura	Bufonidae		Amietophrynus		mauritanicus		Bufo mauritanicus			231	http://amphibiaweb.org/species/231	
Anura	Bufonidae		Amietophrynus	Amietophrynus	pantherinus	Western Leopard Toad	Amietophrynus pantherinus		Bufo pantherinus, Bufo cruciger	246	http://amphibiaweb.org/species/246	
Anura	Bufonidae		Amietophrynus	Amietophrynus	pardalis	Leopard Toad	Amietophrynus pardalis		Bufo pardalis, Bufo regularis pardalis	248	http://amphibiaweb.org/species/248	
Anura	Bufonidae		Amietophrynus	Amietophrynus	perreti		Amietophrynus perreti		Bufo perreti	256	http://amphibiaweb.org/species/256	
Anura	Bufonidae		Amietophrynus	Amietophrynus	poweri	Power's Toad	Amietophrynus poweri		Bufo poweri, Bufo regularis poweri	258	http://amphibiaweb.org/species/258	
Anura	Bufonidae		Amietophrynus	Amietophrynus	rangeri	Ranger's Toad	Amietophrynus rangeri		Bufo rangeri, Bufo regularis rangeri	266	http://amphibiaweb.org/species/266	
Anura	Bufonidae		Amietophrynus	Amietophrynus	reesi		Amietophrynus reesi		Bufo reesi	267	http://amphibiaweb.org/species/267	
Anura	Bufonidae		Amietophrynus	Amietophrynus	regularis	Common African toad	Amietophrynus regularis		Bufo regularis	268	http://amphibiaweb.org/species/268	
Anura	Bufonidae		Amietophrynus	Amietophrynus	steindachneri		Amietophrynus steindachneri		Bufo steindachneri	281	http://amphibiaweb.org/species/281	
Anura	Bufonidae		Amietophrynus	Amietophrynus	superciliaris		Amietophrynus superciliaris		Bufo superciliaris	287	http://amphibiaweb.org/species/287	
Anura	Bufonidae		Amietophrynus	Amietophrynus	taiensis		Amietophrynus taiensis		Bufo amieti, Bufo taiensis	5983	http://amphibiaweb.org/species/5983	
Anura	Bufonidae		Amietophrynus	Amietophrynus	togoensis		Amietophrynus togoensis		Bufo togoensis	295	http://amphibiaweb.org/species/295	
Anura	Bufonidae		Amietophrynus	Amietophrynus	tuberosus		Amietophrynus tuberosus		Bufo tuberosus	299	http://amphibiaweb.org/species/299	
Anura	Bufonidae		Amietophrynus	Amietophrynus	turkanae		Amietophrynus turkanae		Bufo turkanae	300	http://amphibiaweb.org/species/300	
Anura	Bufonidae		Amietophrynus	Amietophrynus	urunguensis		Amietophrynus urunguensis		Bufo urunguensis	301	http://amphibiaweb.org/species/301	
Anura	Bufonidae		Amietophrynus	Amietophrynus	villiersi		Amietophrynus villiersi		Bufo villiersi	311	http://amphibiaweb.org/species/311	
Anura	Bufonidae		Amietophrynus	Amietophrynus	vittatus		Amietophrynus vittatus		Bufo vittatus	313	http://amphibiaweb.org/species/313	
Anura	Bufonidae		Amietophrynus	Amietophrynus	xeros		Amietophrynus xeros		Bufo xeros	315	http://amphibiaweb.org/species/315	
Anura	Bufonidae		Anaxyrus	Anaxyrus	americanus	American Toad, Eastern American Toad (<i>A. a. americanus</i>), Dwarf American Toad (<i>A. a. charlesmithi</i>)	Anaxyrus americanus	Bufo americanus	Anaxyrus americanus americanus	100	http://amphibiaweb.org/species/100	
Anura	Bufonidae		Anaxyrus	Anaxyrus	baxteri	Wyoming Toad	Anaxyrus baxteri		Bufo hemiophrys baxteri, Bufo baxteri	114	http://amphibiaweb.org/species/114	
